,productID,brandID,attribute1,attribute2,attribute3,attribute4,clickVolume,avgOriginalUnitPrice,avgFinalUnitPrice,ma14SalesVolume,weekday,meanAge,gender,meanEducation,maritalStatus,plus,meanPurchasePower,meanUserLevel,meanCityLevel,sales
37,80,35,3,70,10,2.038696351,388,68.01614135,37.55682304,26.07142857,3,35.67927947,0.051561076,3.142287246,0.773631661,0.048916186,2.362585366,2.796347157,2.478988519,7
38,2,29,3,60,4,27.21162616,2802,99.86285326,59.34667821,42.28571429,6,28.91013746,0.405153732,3.020777866,0.394716749,0.249027231,2.163726074,2.733481553,2.314832541,70
39,71,6,3,100,8,44.15276546,226,143.3729012,128.6341067,0.357142857,3,30.07358875,0.5272307,2.948303429,0,0.375550483,2.063497882,6.020018064,3.059801989,3
40,74,25,3,60,1,2.568257285,682,166.2666799,146.4683199,9.928571429,1,32.38344759,0.482920688,2.6354266,0.644224436,0.195074031,2.269387636,2.377390466,1.897227264,17
41,67,3,3,60,3,19.01318552,252,68.44087839,56.31440895,7.285714286,2,38.55126983,0.278951848,3.228644277,0.435290786,0.219117536,2.232277163,3.274569884,0.904391069,5
42,54,11,2,60,14,33.25777359,1196,89.3625212,69.39872221,101.9285714,3,36.18711862,0.41238392,2.787811139,0.649373995,0.228163956,2.114788147,2.464835952,2.674775507,41
43,46,29,2,50,6,16.37184697,2144,70.06257027,58.46810327,41.14285714,4,28.0783653,0.464781,2.787639367,0.399113749,0.10853441,2.099690611,2.301672439,2.201319045,44
44,8,31,2,60,3,2.588595044,300,160.8647755,80.73143691,4.785714286,4,29.90025364,0.054717679,3.248321828,0.729692787,0.693056974,2.156056438,3.158696985,1.80190241,6
45,53,3,3,60,3,40.68788243,484,69.61784661,57.97443757,6.785714286,4,31.71585255,0.105715065,3.087782933,0.628230557,0.288450875,2.458730372,2.668085788,2.011630155,19
46,7,10,3,70,9,41.00139345,83,69.22711233,30.8049744,4.928571429,1,34.85173239,0.077551963,2.988159473,0.970084616,0.044027129,2.488575302,2.581936535,1.43279558,2
47,12,11,2,70,11,52.80792713,687,39.47595649,28.38237352,16.21428571,2,37.36657292,0.314767441,3.112532349,0.50971639,0.182631593,2.309550666,2.334685069,2.16316755,19
48,2,29,3,60,1,16.15672586,1804,98.66903604,53.62036245,50.35714286,2,30.29585605,0.285259461,3.227313528,0.475859644,0.165706398,2.334754614,3.190200697,1.97516336,65
49,78,36,3,60,1,10.42118517,98,79.07701564,32.91509661,1.928571429,4,25.36767991,0.012585293,2.426217512,0.371731464,0,2.313881214,1.63805113,2.624078232,6
50,10,13,3,100,2,0.445610535,1218,166.9964383,127.0369943,17.57142857,7,34.05995302,0.333159232,2.620593148,0.618665156,0.153577364,2.355327275,2.201259923,1.793444069,23
51,33,25,3,100,2,3.649721734,208,127.1002757,126.0856522,5.928571429,5,28.02953935,0.239164378,3.199314454,0.486209053,0.249947239,2.012209666,2.500230247,1.950681502,5
52,44,12,3,100,1,2.045307198,6803,77.49265432,67.07911944,232.4285714,3,29.87911706,0.205870526,3.001449501,0.425731437,0.293705468,2.279286147,2.834417207,2.118633524,290
53,11,3,3,50,6,10.10585509,632,64.79941212,50.4407016,37.42857143,6,37.54566531,0.359718223,3.466124266,0.460663173,0.514248585,1.99527519,3.373242136,1.208832771,11
54,12,11,2,70,4,25.14834087,609,38.79485163,28.87829691,22.21428571,2,41.9568541,0.300943289,3.253579663,0.50673343,0.2072851,2.419455387,2.388807806,2.784579625,19
55,77,38,3,100,2,14.8693363,164,180.4714452,132.9822792,14.35714286,7,30.49677349,0.017747342,2.944323217,0.996980778,0,2.113743636,3.093747679,4.006365501,1
56,20,6,3,100,6,2.806718638,1096,58.11662373,53.91055126,23.42857143,4,32.40881735,0.136530622,3.050462281,0.670633128,0.250868224,2.302636077,2.949778202,2.036189944,56
57,53,3,3,60,4,3.442671956,199,68.66826031,58.10664384,8.357142857,1,31.37512641,0.153353468,3.746849142,0.616680917,0.063804138,2.78837059,3.09554125,1.828334388,6
58,22,29,3,100,1,4.378462742,907,68.90045074,36.46980533,8.285714286,3,31.42419257,0.181758706,3.135310298,0.583987923,0.326741898,2.443357457,2.556857804,2.045452047,70
59,19,24,3,60,2,3.015738607,108,140.1736271,95.2327107,3.214285714,5,30.26690119,0,2.968359221,0.335189578,0,2.927535404,1.020705041,1.403156876,3
60,3,28,3,100,2,15.81110332,22154,297.8249221,206.0503242,613.2142857,1,30.33033581,0.293326955,2.993770329,0.618500334,0.363078684,2.079120926,2.791638088,2.054177886,652
61,44,12,3,100,3,7.566824861,6136,72.98582282,66.24060809,162.5,6,28.22341722,0.284633823,2.952751473,0.448968207,0.069561812,2.387017662,4.11440474,2.226958919,180
62,26,13,2,40,8,2.375147751,435,59.88576237,52.47216375,7.214285714,7,29.22836631,0.131332737,2.992248239,0.463011536,0,2.165066273,1.974748232,2.321532834,17
63,30,17,4,100,8,3.61540494,1177,197.1157603,39.82832823,34.64285714,1,28.79349052,0.114425839,3.08484357,0.434616864,0.351679718,2.31048503,2.569720633,2.080779911,44
64,50,9,3,50,4,13.97364601,813,250.6448179,248.4362932,8.857142857,4,29.94007212,0.079107426,3.205394491,0.674489631,0.110149547,1.911771594,2.619419121,1.587757276,13
65,50,9,3,50,7,3.287010321,654,249.8137296,249.208432,5.071428571,2,27.89474595,0,2.891574869,0.22258339,0.247093599,2.063951464,3.185328532,2.115482645,9
66,13,41,4,100,5,44.81058643,250,189.1268989,118.1583509,9.928571429,1,29.63532206,0,3.039655483,0.959158288,0.994233256,2.044562052,3.959205181,2.994965059,2
67,3,28,3,100,2,14.72350735,10843,297.3925918,227.1645151,267.2857143,2,31.5173411,0.427380245,2.971494602,0.39574346,0.394787773,2.196251882,2.653526653,2.365693654,233
68,11,3,3,50,1,13.69652089,1084,65.79833333,53.20806805,26.71428571,4,30.63173272,0.256594695,2.853486061,0.301702355,0.125423953,2.138576814,2.536651847,2.115786329,27
69,27,19,3,60,3,7.602652581,475,117.8930287,62.07751627,25.71428571,5,35.91454018,0.250410445,2.519826326,0.42056031,0.044180739,2.492712433,1.90207158,2.112733233,11
70,24,26,3,40,3,25.1384704,74,79.65857477,46.57113572,5.785714286,5,34.8354517,0,3.08406965,0.519957255,0.011737295,2.061407806,3.003695649,2.547228134,2
71,3,28,3,100,2,14.60508119,13131,294.0566513,215.8397993,521.4285714,6,30.84726032,0.284695897,3.086400896,0.516388467,0.267645781,2.092127507,2.992695293,1.989116897,471
72,38,33,3,100,10,4.057048954,43,194.4783068,193.6536506,4.714285714,5,30.85499169,0.018031768,1.9325639,0.034360007,0.061166259,2.037805767,5.990212137,2.095923191,2
73,58,27,3,60,8,6.694396466,59,108.040579,58.46728424,14.21428571,7,30.36286926,0.037013881,3.953997137,0.971552026,0.019982057,1.981517917,4.014612683,0.981922627,1
74,74,25,3,60,2,19.56829723,360,166.2470965,143.676398,9.5,5,35.12226794,0.312347149,2.973850006,0.464251357,0,2.208166223,2.317111042,2.546610328,8
75,52,4,3,80,1,10.19202338,213,139.8402788,133.1097894,3,4,36.07800526,0.046113998,2.482781323,0.266634074,0,1.615081368,3.723939864,4.035530129,5
76,10,13,3,100,4,7.947232353,1174,167.2787386,127.6289059,20.28571429,6,29.54607528,0.204442454,2.621000884,0.694087164,0.057862922,2.12359867,2.189149996,2.629139279,18
77,13,41,4,100,2,7.801843165,359,188.4562402,94.11503334,11.35714286,5,34.41317328,0.544895728,3.176416063,0.536947775,0.285210806,2.217630101,2.53110179,1.305879833,10
78,47,30,4,100,2,1.213051307,129,191.1919442,190.0299042,1.928571429,7,40.17619023,0,3.972485118,1.02340749,0,2.045645581,3.923772265,1.007647203,1
79,26,13,2,40,1,4.343547267,396,60.35877181,58.56869502,5.357142857,7,29.66118364,0,2.714797635,0.402343525,0.126435871,1.957166516,3.531636183,2.621954353,8
80,34,14,3,60,16,32.7876426,277,139.0696589,67.68922604,13.42857143,5,33.21570034,0.374939294,3.073801488,0.584276081,0.293388284,2.019386116,3.064242899,2.17066631,7
81,22,29,3,100,2,1.37836762,288,70.57889703,59.88583578,7.785714286,6,30.60594878,0.067928585,2.959657027,0.065819018,0.038404682,2.028321825,3.033677804,0.945818066,2
82,52,4,3,80,5,10.84038403,146,139.6301793,119.0442822,2,3,29.54773938,0.50563507,3.083431001,0.518566619,0,1.928163277,2.711393265,1.98901807,3
83,59,34,2,60,12,4.056694538,87,399.10722,398.6102394,1.714285714,6,29.7232565,0.1266527,2.071022938,0,0,1.976573965,5.933782376,3.015512929,2
84,60,11,3,100,4,19.55372078,2694,149.9152211,76.93070142,127.5714286,1,34.53084102,0.193961018,3.131583736,0.585029573,0.276780595,2.281189777,2.856708362,2.284583258,135
85,22,29,3,100,15,7.040318171,526,69.7717747,59.16939424,7.785714286,2,28.08078042,0.403124123,2.862917531,0.637710689,0.163545241,2.257842847,2.369420495,2.430508169,12
86,35,36,3,60,18,18.41400387,48,78.69079433,58.46413442,1.357142857,5,29.60756936,0,3.036679665,0.993507009,0,3.071291104,2.978370242,1.995464486,1
87,20,6,3,100,1,2.492529449,309,59.71843413,53.95316106,23.64285714,4,34.04947027,0.0863246,3.092361859,0.515804609,0.117836481,2.156501099,3.229217948,1.79171961,9
88,46,29,2,50,15,9.690639979,3191,70.00012074,60.11041439,47.92857143,2,29.94302522,0.353557183,3.074522116,0.498531136,0.095990817,2.26803627,2.459058412,2.437941424,72
89,41,15,3,100,4,43.12839998,462,78.43840981,50.28401089,10.57142857,5,33.93356631,0.490039542,3.141868065,0.723106946,0.406558939,2.157315035,3.26084608,2.261115023,25
90,69,29,3,60,17,11.0622474,330,80.11726217,39.98066667,49,1,35.90395199,0.127426773,3.130295765,0.702702273,0.381992125,2.195293226,3.038841837,2.803081383,8
91,60,11,3,100,4,2.518027954,5619,148.8659183,79.16920025,179.4285714,3,32.93809145,0.23983772,2.959443654,0.627884199,0.197004456,2.115222641,2.563668945,2.715153562,193
92,24,26,3,40,3,2.304062822,250,80.17758853,59.60755508,2.071428571,6,23.88586521,0.079871193,2.708601036,0.396614182,0.024653838,2.676614832,1.366069726,3.188064531,5
93,26,13,2,40,11,17.37865093,270,59.82876209,55.8262743,10.14285714,6,30.55053145,0.394850084,3.010783871,0.47061535,0.317754323,2.192963009,2.400263271,2.094698682,8
94,65,16,3,90,8,2.60435481,4894,85.7726302,68.81668277,128.9285714,5,31.33664346,0.261332081,2.674694425,0.538982944,0.046005499,2.450406072,1.944215969,2.560581968,140
95,12,11,2,70,13,2.877584597,545,38.32258698,29.24665552,21.21428571,1,34.35264811,0.308968717,2.77962669,0.630040272,0.121380281,2.377045814,2.315736259,1.938437583,29
96,52,4,3,80,4,3.278532592,191,139.5411652,66.15956299,7.142857143,5,33.90350044,0.35500944,2.956383718,0.295371569,0.337301213,2.321969449,2.9834443,1.925516852,3
97,19,24,3,60,9,8.005601835,88,139.3341852,99.2730505,3.071428571,3,30.21684997,0.651791556,3.090795302,0.67233301,0.311493419,2.034845417,2.603051672,2.868482547,3
98,77,38,3,100,1,9.599800545,1161,180.8428001,113.6042874,4.5,7,28.44979755,0,3.261846416,0.340890135,0.244091985,2.145879158,3.057466764,1.800579572,18
99,72,18,2,40,7,3.118545165,1763,20.13413095,18.28833534,52.5,3,29.28201013,0.573172776,2.899040744,0.464694403,0.327041931,2.371396069,2.565802146,2.822051082,67
100,22,29,3,100,7,16.1540672,1128,70.02488547,58.99470306,17.85714286,4,36.79352575,0.15164659,2.817502158,0.461802427,0.15699237,2.25286427,2.938971232,2.475723218,29
101,80,35,3,70,13,11.56292375,1012,68.16294049,33.89812222,1.928571429,1,30.0239184,0,3.041047583,0.937251258,0.019285647,2.993190482,1.019747735,1.922659206,1
102,12,11,2,70,5,16.41807064,488,38.27666869,40.01131664,16.35714286,3,29.81420733,0.525637502,2.887484478,0.335099462,0.326894177,1.940612259,3.353130773,2.519223439,12
103,74,25,3,60,9,11.20157907,232,166.3959595,159.119098,9.571428571,2,48.14350803,0.223573098,2.798927238,0.509334298,0.045997989,2.293621853,1.804217819,2.013307092,4
104,0,40,4,100,12,3.23174432,159,57.93023078,31.36718399,2.642857143,3,22.00018342,0.215532696,2.76872404,0.305202712,0.217153565,2.52719812,1.808223069,2.592992262,5
105,13,41,4,100,1,17.25376768,699,189.1479005,70.56141586,5.5,4,30.40998216,0.383008293,3.14670604,0.645050936,0.658764088,2.121908786,3.265672469,2.160577509,26
106,53,3,3,60,1,21.81727345,121,68.71569756,57.3044677,4.571428571,2,45.21078845,0,3.032906544,1.026889644,0.62412448,2.489998293,3.926684439,0.950354792,3
107,68,28,3,100,2,6.321481531,493,240.4692065,192.7673947,2.714285714,3,40.93218869,0,2.982598384,0.693641274,0.36118834,2.18406822,2.798795037,2.486912278,5
108,46,29,2,50,1,6.569384686,3398,70.39499475,52.98780565,60.92857143,6,29.0569382,0.543398312,3.152644936,0.481082915,0.39484763,2.24529479,2.772623278,2.113881432,72
109,18,30,4,80,5,20.75673868,237,191.3603894,183.4623262,3.285714286,6,34.70005845,0.0901851,2.956328762,0,0.165879759,2.013281183,2.67386921,2.077532839,4
110,58,27,3,60,14,29.68914073,582,108.8864824,97.52148,17.64285714,5,34.48264369,0.282027946,3.346295192,0.523588954,0.347901139,2.381799299,3.581373143,2.055687601,21
111,7,10,3,70,4,2.678324013,105,66.0982159,29.50555548,0.285714286,4,32.3059776,0.264094887,3.200868748,0.823148104,0.178672501,1.87889,4.660306514,1.790229844,7
112,24,26,3,40,1,4.662431128,194,80.48242365,46.38378599,4.142857143,3,30.49758606,0.100300378,3.057386579,0.975895944,0.087908531,3.041265214,1.322503035,1.97729907,4
113,13,41,4,100,2,0.788902672,329,189.1353202,140.6021182,8.714285714,2,32.24740279,0.353526919,2.991464082,0.570657005,0.333691463,2.343112092,3.767791931,2.864969114,7
114,72,18,2,40,1,2.645126664,1091,20.62776109,17.63340481,30,4,29.57303489,0.518850208,3.072052299,0.484104031,0.226155733,2.240039612,2.704018379,1.896343606,50
115,54,11,2,60,25,4.307605586,2144,80.34931008,64.11312742,93.14285714,3,38.78147635,0.235676064,2.977543332,0.487063093,0.038213677,2.342624504,2.299530247,1.952779314,98
116,11,3,3,50,9,12.70531942,459,64.382374,51.63649,25.28571429,5,28.71033958,0.268851442,3.161325477,0.355220859,0.08399863,2.300040209,2.990371114,1.85201983,18
117,54,11,2,60,2,38.78701147,1342,78.92474633,78.25042187,66.14285714,7,38.56316256,0.393530647,3.033455538,0.63887471,0,2.344066558,2.839548092,2.408786166,33
118,49,2,3,70,2,4.970753677,380,239.214944,174.1636718,3.714285714,7,33.24217317,0.117995243,3.160886359,0.606439154,0.432878812,2.210989339,3.008125943,1.184366934,8
119,3,28,3,100,3,2.034217137,4799,297.0870619,227.9889533,266.8571429,2,31.60392256,0.324996906,3.106826671,0.370651821,0.220034433,2.242490512,3.129865486,2.06115173,113
120,31,6,3,100,4,5.574696116,1140,179.2270299,128.1703602,21.64285714,6,34.86107108,0.140422591,2.893786941,1.011088699,0.346764083,1.994196573,2.62897849,2.456386027,21
121,46,29,2,50,3,6.755226938,931,70.15488773,59.94498788,43.14285714,4,30.50014574,0.258954005,3.036227133,0.338780353,0.156634433,2.244333142,2.466069631,1.805841992,27
122,42,23,3,80,2,0.551908992,276,244.7804555,226.2583817,2.642857143,3,19.93891985,0.932023357,3.026654266,0.032693899,0,1.960422728,2.004057615,2.937033438,1
123,22,29,3,100,3,4.560340622,1521,69.98890902,37.52385502,38.21428571,5,31.23708359,0.281478203,3.045558668,0.390165642,0.22670954,2.253547191,2.527812352,2.144063536,106
124,77,38,3,100,5,12.55083197,179,179.5948302,133.8756791,26.85714286,1,40.32949817,0,2.96818156,1.031139172,0,2.011066818,3.984432567,1.953953956,1
125,52,4,3,80,3,0.620451282,52,138.862789,123.3439614,3.928571429,6,30.14641253,0.973704568,2.963708025,0,0,1.951415395,3.078565583,3.087733437,2
126,41,15,3,100,1,5.187085377,325,78.11489412,61.13422178,7.785714286,2,27.02292871,0.376012733,3.070678294,0.73792931,0.301434385,2.783889969,1.920219655,1.865615163,10
127,72,18,2,40,2,6.063569715,389,20.60176385,15.64943175,50.5,4,30.17659333,0.345345772,3.035710253,0.31605747,0.38106922,2.374443224,2.576582734,2.525519681,15
128,50,9,3,50,6,6.385132201,992,249.7577691,223.4450473,11.64285714,1,28.41380155,0.001429358,3.103862768,0.538682896,0.193333009,2.044569683,2.640608445,2.022808909,11
129,69,29,3,60,7,10.92457277,85,79.89745907,55.65789591,29.42857143,6,30.2290103,0.034868539,2.004736908,0.99221543,1.006223248,2.017892127,3.057509932,2.016356593,1
130,10,13,3,100,1,6.474959789,1599,167.3355194,135.0084078,20.64285714,4,33.70546876,0.280111393,2.620635456,0.339157573,0.223272813,2.144752371,2.41375875,2.363571047,32
131,7,10,3,70,15,9.0872767,111,68.88452078,40.69604996,4.214285714,3,46.49636356,0.449825284,3.369807465,0.819334161,0.356275768,2.358063507,2.819993953,2.221836126,7
132,63,28,3,60,1,2.237363953,505,179.3742487,144.7793414,17.64285714,7,32.24603667,0.028593111,3.372127434,0.988113604,0.672511269,2.28542299,3.198719535,2.005038621,5
133,56,26,3,60,6,12.89465444,170,98.37696242,38.68182685,5.214285714,6,34.27743442,0,2.279246502,0.716102346,0.232288423,2.273873775,2.046810373,3.194388336,10
134,45,3,3,60,7,9.463773272,55,64.560688,62.16184973,2.5,4,35.6395964,0.015866687,2.959862213,0.522627325,0.336645322,2.542954012,5.967274027,1.425367989,3
135,42,23,3,80,7,61.46259518,146,244.9127058,224.4343327,3.357142857,6,35.3632044,0.03919596,3.03818017,1.096229764,0.68048431,1.896637479,5.706386086,1.502663273,3
136,24,26,3,40,3,3.969742721,365,80.2526346,58.41071622,4.857142857,4,23.1405478,0.217550313,2.892234959,0.401534084,0.025823184,3.010232788,1.64335459,3.030638523,5
137,22,29,3,100,11,13.47780533,258,69.53383936,60.19194383,18,5,25.4783893,0.515184609,3.591780391,0.034337808,0.567038659,1.977306328,2.973264913,1.529987574,2
138,60,11,3,100,3,2.298803016,1481,139.9028881,90.24447837,156.3571429,1,35.07585523,0.223894348,3.262767515,0.682421973,0.221620623,2.316762372,2.696813158,2.546653258,55
139,14,22,2,60,1,27.50997419,2461,78.00976451,36.74750892,0,4,29.63886378,0.152091172,3.105459309,0.470186888,0.338127726,2.311862007,2.474870507,2.258614953,206
140,47,30,4,100,5,18.41915497,109,191.1756715,156.7722743,0.714285714,4,39.54730029,0,2.960051643,0.967237504,0.995492861,2.090270704,3.022497993,3.991163213,1
141,24,26,3,40,2,2.4884796,129,80.02369879,58.90706287,2.285714286,3,19.91095073,0.019527683,1.907339096,0.035029737,0.067736189,2.067408778,1.58158644,1.998340386,2
142,78,36,3,60,2,2.854673328,55,78.94331746,73.12146678,0.928571429,3,30.43038623,0.003919206,4.030865645,1.043069765,0.304915514,1.978572553,2.343030506,5.055871754,3
143,78,36,3,60,18,11.70009701,44,79.35141786,30.64618926,2.357142857,5,34.75087141,0,3.49677401,0,0.047600599,2.055341272,3.533107959,1.479459229,2
144,8,31,2,60,1,3.359236469,86,161.245151,160.5981602,2.785714286,3,29.98302493,0.036969421,2.922129582,0,0,3.032979135,0.980221771,3.980877027,1
145,65,16,3,90,20,19.01792639,1779,85.92718836,67.35368959,136.3571429,1,30.15365199,0.151988176,2.692486562,0.391660922,0.093814528,2.61320862,2.12256914,2.270461083,67
146,78,36,3,60,4,7.93351815,251,79.18150464,32.53974604,3.785714286,4,31.41619825,0.200782397,2.881022044,0.658480471,0.398267838,2.376974118,2.304305303,1.964731229,14
147,18,30,4,80,2,10.64608414,423,191.4234582,167.7936452,1.071428571,4,35.01451882,0.525162693,3.911968547,0.778472603,0.471394156,2.093197709,3.591927435,2.552350382,8
148,23,20,3,60,1,4.419423221,220,200.0666077,198.8710477,4,6,37.84633636,0.076467075,3.31486822,0.463374711,0.179274449,2.185443023,2.098751084,1.70592813,5
149,23,20,3,60,4,7.35860085,126,200.8184794,200.0291173,8.714285714,1,30.27182273,0,2.988250988,0.998913219,0,1.977530497,2.005247085,3.069372165,1
150,46,29,2,50,2,3.659917146,1437,69.87548158,56.00502504,380,6,30.5274766,0.294147039,3.209127686,0.485906635,0.320019911,2.455823022,2.725298402,2.261982781,23
151,0,40,4,100,4,2.384130202,100,57.56697204,35.63705756,0.928571429,6,20.43861095,0.102232371,3.03773214,0,0,1.921943143,4.630767674,2.537988702,3
152,23,20,3,60,6,4.883991248,334,200.6305737,191.5350417,3.571428571,7,33.99969781,0,3.511307887,1.039651287,0.077252161,2.522702474,2.720473624,1.029970382,4
153,52,4,3,80,1,5.039306683,101,138.4412996,111.923251,1.428571429,1,30.04706237,0,2.073279629,0.010438853,0.061867462,2.073670514,1.940301964,1.982390458,1
154,18,30,4,80,21,1.750117849,117,190.8969151,164.0938421,4,2,30.57879316,0,3.050039725,0.43453522,0.45057422,2.005928624,3.032130441,1.383468459,2
